Exchange,Side,Symbol,Size,Price
NYSE,Ask,AAPL,3300,163.13
NASDAQ,Ask,GOOG,400,919.01
NYSE,Bid,GOOG,3700,919.64
NYSE,Ask,AAPL,2900,162.41
IEX,Bid,GOOG,2100,919.93
NYSE,Bid,AAPL,2900,162.1
NYSE,Ask,GOOG,4700,919.72
IEX,Bid,AAPL,1700,161.52
IEX,Bid,AAPL,2700,161.74
IEX,Bid,AAPL,1700,161.32
IEX,Bid,GOOG,3400,919.75
IEX,Ask,GOOG,1600,919.29
NYSE,Ask,AAPL,400,161.22
NASDAQ,Ask,GOOG,1900,918.29
IEX,Ask,AAPL,4900,161.69
NASDAQ,Ask,AAPL,600,162.51
NASDAQ,Bid,GOOG,100,918.29
NYSE,Bid,AAPL,4900,162.96
NYSE,Ask,GOOG,2800,918.71
NYSE,Bid,GOOG,1600,919.09
NASDAQ,Bid,AAPL,3100,162.8
NYSE,Bid,AAPL,4100,162.34
IEX,Bid,AAPL,1300,162.68
NYSE,Bid,GOOG,3500,918.96
IEX,Bid,GOOG,1700,918.12
NASDAQ,Ask,GOOG,300,917.16
NYSE,Bid,AAPL,3600,163.45
IEX,Ask,GOOG,3500,916.82
IEX,Ask,AAPL,1100,164.05
NASDAQ,Bid,GOOG,1500,917.35
NASDAQ,Bid,GOOG,1000,916.85
NASDAQ,Ask,AAPL,2500,163.26
NYSE,Bid,AAPL,1100,163.21
NYSE,Bid,AAPL,900,163.68
NYSE,Bid,AAPL,3000,162.82
NYSE,Bid,GOOG,1000,917.66
NYSE,Bid,GOOG,400,918.18
NASDAQ,Ask,GOOG,4700,917.54
NASDAQ,Ask,AAPL,4800,161.94
IEX,Ask,GOOG,4200,918.45
NASDAQ,Bid,AAPL,3500,162.5
IEX,Bid,GOOG,1700,917.93
IEX,Bid,AAPL,1300,162.59
IEX,Bid,GOOG,3400,918.82
NYSE,Bid,AAPL,3400,161.97
NASDAQ,Bid,GOOG,2400,919.56
NYSE,Bid,AAPL,3200,161.5
NASDAQ,Ask,GOOG,4800,918.91
NYSE,Ask,AAPL,4900,162.43
NYSE,Ask,GOOG,400,919.41
NASDAQ,Bid,AAPL,4600,161.46
NASDAQ,Ask,AAPL,600,161.79
NASDAQ,Ask,AAPL,200,161.99
NYSE,Ask,AAPL,3800,162.33
NYSE,Bid,GOOG,900,919.72
IEX,Bid,GOOG,1500,919.99
NYSE,Ask,GOOG,2300,920.51
NYSE,Bid,AAPL,5000,162.52
NYSE,Bid,GOOG,2600,921.07
NASDAQ,Ask,GOOG,4400,920.89
NYSE,Ask,AAPL,4900,161.85
IEX,Ask,AAPL,4200,162.26
NYSE,Bid,AAPL,1400,162.06
NASDAQ,Bid,GOOG,3500,921.53
NASDAQ,Ask,AAPL,100,161.29
NASDAQ,Bid,GOOG,3700,921.65
NASDAQ,Bid,AAPL,4500,161.62
NYSE,Bid,GOOG,2800,921.2
NYSE,Ask,AAPL,2400,160.63
NYSE,Bid,GOOG,4000,921.87
NASDAQ,Ask,AAPL,2800,159.73
NASDAQ,Ask,GOOG,3700,921.9
NASDAQ,Ask,AAPL,3800,160.51
NYSE,Bid,AAPL,2100,160.16
NYSE,Ask,GOOG,1900,921.21
NYSE,Bid,AAPL,1000,159.65
IEX,Bid,GOOG,2900,921.97
NASDAQ,Ask,GOOG,4200,922.09
NASDAQ,Bid,GOOG,3300,922.13
NYSE,Ask,AAPL,1000,159.17
NYSE,Bid,GOOG,1300,921.65
NASDAQ,Bid,GOOG,200,921.76
NASDAQ,Ask,AAPL,2400,159.45
NASDAQ,Bid,GOOG,2800,921.49
NASDAQ,Ask,AAPL,2500,160.21
NASDAQ,Bid,GOOG,3700,920.92
NASDAQ,Ask,AAPL,1400,159.21
NYSE,Bid,AAPL,1700,160.21
NASDAQ,Ask,GOOG,1800,921.72
NASDAQ,Bid,GOOG,1000,921.98
NYSE,Bid,GOOG,2100,921.63
NASDAQ,Ask,AAPL,4100,159.51
NASDAQ,Ask,AAPL,3200,160.29
NASDAQ,Bid,GOOG,400,922.2
NYSE,Bid,AAPL,2400,159.36
NASDAQ,Bid,GOOG,200,921.61
NASDAQ,Ask,GOOG,3800,920.96
NYSE,Ask,GOOG,1100,921.12
NYSE,Bid,AAPL,3800,158.88
NYSE,Bid,AAPL,1100,158.87
NASDAQ,Bid,GOOG,4800,921.77
NASDAQ,Bid,GOOG,1500,921.34
NYSE,Ask,AAPL,3300,158.14
IEX,Bid,AAPL,5000,157.15
NASDAQ,Bid,GOOG,900,921.18
NYSE,Bid,GOOG,2600,921.16
NASDAQ,Bid,AAPL,4900,158
NYSE,Ask,GOOG,4000,921.22
NASDAQ,Ask,AAPL,2100,158.29
NYSE,Ask,AAPL,700,158.05
NASDAQ,Bid,GOOG,700,921.06
NASDAQ,Bid,GOOG,3400,921.34
IEX,Bid,GOOG,4700,921.69
NYSE,Bid,AAPL,200,158.04
NYSE,Ask,GOOG,4200,922.29
NYSE,Bid,GOOG,4000,922.01
NYSE,Bid,AAPL,300,157.53
NASDAQ,Bid,GOOG,4400,921.78
NYSE,Ask,GOOG,4800,921.2
NYSE,Bid,AAPL,1100,156.58
NYSE,Bid,GOOG,1800,921.93
NYSE,Ask,GOOG,4600,922.79
NYSE,Bid,GOOG,3900,923.52
NASDAQ,Bid,AAPL,900,155.67
NASDAQ,Ask,AAPL,2400,155.58
NASDAQ,Bid,AAPL,900,156.26
NYSE,Ask,GOOG,1900,923.49
IEX,Bid,AAPL,2700,156.31
NYSE,Bid,AAPL,3700,157.24
NYSE,Bid,GOOG,1800,924.45
NASDAQ,Bid,AAPL,4800,156.5
NASDAQ,Bid,GOOG,3800,923.81
NYSE,Bid,GOOG,1300,924.24
NASDAQ,Ask,AAPL,3900,156.57
NASDAQ,Ask,GOOG,3900,924.35
NYSE,Bid,GOOG,3000,923.77
NASDAQ,Ask,AAPL,1900,156.89
NASDAQ,Bid,GOOG,3900,924.35
NASDAQ,Bid,GOOG,2700,924.7
NYSE,Ask,AAPL,100,157.58
IEX,Bid,GOOG,300,925.61
NASDAQ,Ask,GOOG,200,924.69
NYSE,Bid,AAPL,4600,158.48
IEX,Ask,GOOG,2500,925.09
NYSE,Ask,AAPL,1500,158.42
NASDAQ,Bid,GOOG,2800,924.62
NYSE,Bid,GOOG,1600,925
NASDAQ,Ask,AAPL,800,159.16
NYSE,Bid,GOOG,3900,925.05
IEX,Ask,GOOG,3200,925.74
NYSE,Ask,AAPL,3900,160.04
NASDAQ,Ask,AAPL,3800,160.68
NYSE,Bid,GOOG,3200,926.57
NYSE,Bid,AAPL,4400,159.93
NYSE,Bid,GOOG,2500,925.58
IEX,Ask,AAPL,700,160.2
NYSE,Ask,GOOG,2100,926.04
NASDAQ,Bid,AAPL,700,161.03
NYSE,Bid,AAPL,2000,161.54
NYSE,Bid,AAPL,1100,162.38
IEX,Ask,GOOG,4200,925.4
NYSE,Ask,AAPL,1600,162.2
IEX,Bid,GOOG,1700,924.92
NYSE,Bid,GOOG,500,924.86
IEX,Ask,AAPL,4300,163.09
NYSE,Ask,GOOG,100,924.43
NASDAQ,Ask,AAPL,600,162.57
NYSE,Bid,AAPL,2500,162.64
IEX,Ask,AAPL,3800,162.49
NASDAQ,Ask,GOOG,2000,925.26
NASDAQ,Ask,GOOG,1700,925.9
NASDAQ,Ask,GOOG,3100,925.03
NYSE,Bid,AAPL,2500,162.51
NYSE,Ask,AAPL,1500,161.8
NYSE,Ask,GOOG,3200,925.68
NYSE,Ask,AAPL,2900,160.9
NASDAQ,Bid,GOOG,2700,926.67
NYSE,Bid,AAPL,100,160.69
IEX,Bid,AAPL,4000,160.03
NYSE,Bid,GOOG,1100,926.5
NASDAQ,Bid,AAPL,2600,160.6
NASDAQ,Ask,AAPL,4400,160.8
NASDAQ,Bid,GOOG,3500,926.19
NASDAQ,Bid,AAPL,3200,160.61
NYSE,Ask,GOOG,1100,926.26
NYSE,Bid,AAPL,2000,159.61
NASDAQ,Ask,GOOG,1600,926.5
NYSE,Ask,GOOG,2900,926.58
NYSE,Bid,AAPL,1300,160.37
NYSE,Ask,AAPL,4600,159.93
NYSE,Ask,GOOG,4400,926.28
NASDAQ,Ask,AAPL,200,159.68
NYSE,Ask,AAPL,1300,159.91
NYSE,Bid,GOOG,4500,927.09
NYSE,Bid,AAPL,1100,159.95
NYSE,Bid,AAPL,2700,160.23
IEX,Bid,AAPL,3600,161.1
IEX,Bid,GOOG,5000,927.42
IEX,Bid,AAPL,4200,160.86
NYSE,Bid,GOOG,3000,927.91
NYSE,Ask,GOOG,1400,927.98
NASDAQ,Bid,AAPL,4400,160.55
NASDAQ,Ask,GOOG,200,927.82
NASDAQ,Bid,AAPL,2900,160.83
NASDAQ,Ask,GOOG,3100,926.83
NYSE,Ask,GOOG,1500,926.64
NASDAQ,Bid,GOOG,1300,926.81
NASDAQ,Bid,AAPL,800,160.79
NYSE,Bid,GOOG,3400,926.2
NYSE,Ask,AAPL,2000,160.73
NYSE,Bid,AAPL,3300,160.61
IEX,Bid,GOOG,2900,926.78
NASDAQ,Ask,AAPL,5000,160.5
NYSE,Bid,GOOG,200,926.73
NYSE,Bid,GOOG,4000,926.66
IEX,Ask,GOOG,1400,926.08
IEX,Bid,AAPL,4900,161.27
NYSE,Ask,AAPL,800,160.47
NASDAQ,Ask,GOOG,3800,926.93
NYSE,Bid,GOOG,3900,927.78
NYSE,Ask,AAPL,3800,159.82
NYSE,Ask,AAPL,1900,160.1
NASDAQ,Ask,AAPL,3700,159.99
NYSE,Ask,GOOG,100,927.38
NYSE,Ask,AAPL,3600,159.64
NYSE,Bid,AAPL,1700,159.66
NASDAQ,Bid,GOOG,4500,927.21
IEX,Bid,GOOG,1000,927.66
NASDAQ,Ask,AAPL,900,159.79
NYSE,Ask,GOOG,4200,928.21
NYSE,Ask,AAPL,4800,160.4
NASDAQ,Ask,GOOG,2000,927.58
NYSE,Bid,GOOG,3200,928.15
NYSE,Bid,AAPL,3900,159.76
NASDAQ,Ask,GOOG,5000,927.55
NASDAQ,Bid,GOOG,3600,926.65
IEX,Bid,AAPL,900,160.05
NYSE,Bid,AAPL,1000,159.66
NYSE,Ask,GOOG,400,927.26
NYSE,Bid,GOOG,900,926.9
NASDAQ,Bid,GOOG,800,926.08
IEX,Ask,AAPL,3600,160.23
NYSE,Bid,AAPL,4800,160.67
NYSE,Ask,GOOG,1400,926.9
NYSE,Ask,AAPL,600,160.87
NYSE,Ask,AAPL,4200,160.5
NYSE,Ask,AAPL,200,159.73
NYSE,Bid,GOOG,2200,927.58
IEX,Bid,GOOG,1000,927.75
IEX,Ask,GOOG,3500,927.38
NYSE,Bid,AAPL,600,160.22
NASDAQ,Ask,AAPL,2900,159.73
NYSE,Ask,AAPL,2000,160.53
IEX,Ask,GOOG,1500,926.78
IEX,Bid,AAPL,4000,160.74
NASDAQ,Ask,AAPL,1900,160.65
NYSE,Ask,AAPL,1800,160.79
IEX,Bid,GOOG,2000,926.34
NYSE,Bid,AAPL,600,160.1
NYSE,Bid,GOOG,1100,925.86
IEX,Bid,AAPL,3900,159.2
NYSE,Bid,GOOG,600,925.4
NASDAQ,Bid,AAPL,900,158.94
NASDAQ,Ask,AAPL,3400,158.64
NYSE,Bid,GOOG,2900,924.61
NYSE,Ask,AAPL,3600,157.64
NASDAQ,Ask,GOOG,1200,924.5
NASDAQ,Bid,AAPL,3600,157.95
NYSE,Ask,AAPL,4600,157.14
NYSE,Ask,GOOG,4800,925.43
IEX,Ask,AAPL,2600,157.85
NASDAQ,Ask,AAPL,2100,157.38
NYSE,Ask,GOOG,2200,925.13
NASDAQ,Ask,AAPL,300,156.52
NYSE,Ask,GOOG,4400,925.93
NYSE,Ask,AAPL,4800,156.58
NASDAQ,Ask,AAPL,1000,155.93
NYSE,Bid,GOOG,900,925.28
NYSE,Ask,GOOG,3300,925.83
NASDAQ,Bid,AAPL,4000,155.25
IEX,Bid,GOOG,2000,925.26
NYSE,Ask,AAPL,4600,154.28
NYSE,Ask,AAPL,3600,154.98
NYSE,Ask,AAPL,2700,154.15
NYSE,Bid,GOOG,3200,925.56
NYSE,Ask,GOOG,400,924.92
NYSE,Bid,GOOG,3300,924.85
NYSE,Bid,GOOG,1500,924.9
NASDAQ,Bid,AAPL,4400,154.77
IEX,Bid,GOOG,2800,925.89
NYSE,Bid,AAPL,3000,155.19
NYSE,Bid,GOOG,800,925.51
NASDAQ,Bid,AAPL,3300,154.28
NASDAQ,Ask,GOOG,3400,925.62
NYSE,Ask,AAPL,4800,154.32
NYSE,Bid,GOOG,400,926.47
NYSE,Bid,AAPL,4300,155.14
NASDAQ,Ask,GOOG,100,925.81
NYSE,Ask,AAPL,2400,156.09
NYSE,Ask,GOOG,1300,926.69
IEX,Ask,AAPL,5000,155.41
NASDAQ,Bid,GOOG,3600,927.53
NYSE,Bid,AAPL,3900,155.38
NASDAQ,Bid,AAPL,5000,155.33
NYSE,Bid,GOOG,600,926.75
NASDAQ,Bid,AAPL,500,156.23
NYSE,Ask,GOOG,3800,927.19
IEX,Bid,GOOG,3600,927.76
NYSE,Ask,AAPL,4800,156.28
NASDAQ,Bid,AAPL,4900,156.74
NYSE,Bid,GOOG,900,927.62
NASDAQ,Ask,AAPL,4700,157.64
NYSE,Ask,AAPL,1600,157.13
NASDAQ,Ask,GOOG,100,927.91
IEX,Bid,AAPL,2100,156.51
NASDAQ,Bid,GOOG,300,928.09
NYSE,Bid,AAPL,400,155.97
NYSE,Bid,AAPL,3200,155.89
IEX,Bid,GOOG,3900,927.48
NYSE,Bid,GOOG,2200,926.85
NYSE,Ask,AAPL,3800,155.53
NASDAQ,Bid,AAPL,600,155.76
NYSE,Bid,AAPL,3000,155.67
NYSE,Bid,GOOG,3700,927.68
NYSE,Ask,AAPL,2900,155.78
NASDAQ,Bid,GOOG,3800,927.13
NYSE,Ask,AAPL,1000,156.57
NASDAQ,Ask,GOOG,500,927.86
NYSE,Bid,AAPL,2100,156.69
NASDAQ,Bid,AAPL,4000,156.9
NYSE,Ask,GOOG,900,927.86
NASDAQ,Ask,AAPL,700,156.09
NASDAQ,Bid,GOOG,500,927.36
NYSE,Bid,AAPL,2500,156.41
NASDAQ,Ask,GOOG,4800,928.18
NYSE,Bid,AAPL,3300,155.67
NASDAQ,Ask,GOOG,4900,927.32
NASDAQ,Bid,AAPL,900,155.53
IEX,Ask,GOOG,1800,926.84
IEX,Ask,AAPL,500,154.57
NYSE,Ask,AAPL,4900,153.74
NYSE,Bid,GOOG,800,927.32
NASDAQ,Bid,AAPL,3400,154.07
NYSE,Ask,AAPL,2100,153.31
NASDAQ,Ask,AAPL,3000,154.3
NASDAQ,Bid,GOOG,400,926.88
NYSE,Bid,GOOG,1500,927.02
NASDAQ,Bid,AAPL,4300,154.62
NYSE,Bid,GOOG,3800,926.7
IEX,Bid,AAPL,3000,154.83
NASDAQ,Bid,AAPL,4800,154.62
NYSE,Ask,GOOG,800,927.33
NYSE,Bid,AAPL,5000,153.84
NYSE,Bid,AAPL,1900,153.96
NASDAQ,Bid,GOOG,3500,927.02
IEX,Ask,AAPL,2300,153.79
NASDAQ,Ask,AAPL,2100,153.5
NASDAQ,Bid,AAPL,4600,152.91
NASDAQ,Bid,AAPL,1500,152.43
NASDAQ,Bid,GOOG,1000,927.9
IEX,Ask,AAPL,1300,151.8
NASDAQ,Ask,GOOG,4100,928.08
NASDAQ,Ask,GOOG,3100,927.61
NYSE,Ask,AAPL,5000,152.1
IEX,Bid,GOOG,900,928.58
NASDAQ,Bid,AAPL,2800,151.31
NYSE,Bid,GOOG,3700,928.69
NASDAQ,Bid,AAPL,4700,152.29
NASDAQ,Bid,AAPL,2000,152.91
NYSE,Ask,GOOG,4200,929.29
NYSE,Ask,GOOG,4600,929.78
IEX,Bid,GOOG,3300,929.17
NYSE,Bid,AAPL,4700,152.8
NASDAQ,Ask,GOOG,800,928.55
NYSE,Bid,GOOG,4900,928.42
NYSE,Bid,GOOG,2300,928.38
NYSE,Bid,AAPL,2700,152.12
NYSE,Bid,AAPL,3600,152.44
NYSE,Ask,GOOG,2100,927.46
NASDAQ,Ask,AAPL,2900,152.32
IEX,Ask,GOOG,5000,926.74
NYSE,Bid,AAPL,4000,152.93
NYSE,Ask,AAPL,3100,152.85
NASDAQ,Ask,AAPL,4000,151.95
NYSE,Bid,AAPL,4900,152.05
NYSE,Ask,GOOG,3400,927.3
IEX,Bid,AAPL,2800,151.24
NYSE,Bid,GOOG,3000,928.25
NYSE,Bid,AAPL,4400,151.63
NASDAQ,Ask,GOOG,500,927.63
NASDAQ,Bid,AAPL,2200,152.45
NASDAQ,Bid,GOOG,1400,928.11
NYSE,Bid,GOOG,2600,928.33
NASDAQ,Bid,AAPL,1000,153.4
NASDAQ,Ask,GOOG,3800,927.94
NYSE,Bid,AAPL,2400,152.61
NYSE,Ask,GOOG,1300,927.75
IEX,Bid,AAPL,2700,151.9
NASDAQ,Ask,AAPL,4200,151.1
NYSE,Ask,GOOG,300,927.01
NASDAQ,Bid,AAPL,4100,151.8
NYSE,Bid,AAPL,5000,151.98
NASDAQ,Ask,GOOG,4600,926.01
NASDAQ,Bid,AAPL,3900,151.37
NASDAQ,Ask,GOOG,3100,925.55
NYSE,Ask,GOOG,1200,925.05
NASDAQ,Bid,GOOG,3300,924.11
NASDAQ,Bid,AAPL,500,151.32
IEX,Ask,AAPL,4200,152.04
NYSE,Ask,AAPL,3600,152.89
NYSE,Bid,GOOG,2500,924.23
NASDAQ,Bid,AAPL,1100,153.38
NYSE,Ask,GOOG,1700,925.02
NYSE,Ask,GOOG,4300,925.8
NYSE,Ask,AAPL,600,154.17
NYSE,Bid,GOOG,800,925.56
NASDAQ,Bid,GOOG,1700,925.54
IEX,Ask,AAPL,3400,154.08
IEX,Ask,AAPL,2500,154.27
NYSE,Bid,GOOG,900,925.07
NASDAQ,Bid,GOOG,4300,925.79
NASDAQ,Ask,AAPL,2700,153.87
NYSE,Bid,AAPL,900,152.96
IEX,Ask,GOOG,1400,926.26
NYSE,Ask,GOOG,4900,926.25
IEX,Bid,AAPL,4300,153.5
IEX,Bid,GOOG,3800,926.64
NYSE,Ask,AAPL,4100,152.62
NYSE,Bid,GOOG,1400,926.55
NASDAQ,Bid,GOOG,2400,925.78
NYSE,Bid,GOOG,400,926.05
NYSE,Ask,GOOG,4200,925.85
NASDAQ,Bid,AAPL,2400,153.18
NYSE,Ask,AAPL,2400,153.87
NYSE,Ask,GOOG,1000,925.4
NASDAQ,Bid,AAPL,3200,153.28
NYSE,Bid,AAPL,900,152.54
NASDAQ,Bid,GOOG,500,926.03
IEX,Ask,AAPL,1800,152.7
NASDAQ,Ask,GOOG,2200,925.34
NYSE,Ask,AAPL,2100,153.46
NYSE,Bid,GOOG,1900,924.59
NASDAQ,Bid,GOOG,2700,924.38
NASDAQ,Bid,AAPL,1100,153.48
NYSE,Ask,AAPL,2500,154.38
NYSE,Ask,GOOG,2000,925.14
NASDAQ,Bid,GOOG,2500,925.5
NASDAQ,Bid,GOOG,4900,925.33
IEX,Bid,GOOG,2800,924.83
NASDAQ,Bid,AAPL,4200,154.97
NYSE,Bid,AAPL,3400,154.82
NYSE,Bid,AAPL,1600,155.77
NYSE,Bid,GOOG,1100,925.11
NYSE,Ask,GOOG,3100,925.15
NYSE,Ask,AAPL,2600,156.21
IEX,Ask,GOOG,3300,925.53
NASDAQ,Ask,GOOG,2500,924.82
NYSE,Bid,AAPL,3800,155.55
IEX,Ask,GOOG,4500,924.45
NYSE,Ask,AAPL,700,155.93
NYSE,Bid,AAPL,4700,156.66
NASDAQ,Bid,GOOG,200,924.01
IEX,Bid,AAPL,1800,156.1
NYSE,Ask,GOOG,4200,924.14
NYSE,Bid,GOOG,3300,923.67
NYSE,Bid,GOOG,800,923.54
NASDAQ,Bid,AAPL,4100,155.5
NYSE,Ask,AAPL,700,156.17
NYSE,Ask,GOOG,4200,923.41
IEX,Bid,AAPL,3700,155.91
NASDAQ,Ask,GOOG,3900,924.18
NASDAQ,Bid,AAPL,100,155.95
NYSE,Ask,AAPL,4400,155.16
NYSE,Ask,GOOG,1000,923.19
NYSE,Ask,GOOG,900,923.97
NASDAQ,Ask,AAPL,4800,156.12
NYSE,Ask,GOOG,3400,924.64
NASDAQ,Ask,AAPL,3600,156.53
NYSE,Ask,GOOG,300,924.48
NASDAQ,Ask,GOOG,3000,924.16
NYSE,Bid,AAPL,1200,155.95
NYSE,Bid,GOOG,2200,924.62
NASDAQ,Ask,AAPL,1100,156.03
NASDAQ,Ask,GOOG,1500,923.92
NYSE,Ask,GOOG,2300,923.75
NYSE,Ask,GOOG,500,924.43
NASDAQ,Bid,AAPL,3800,156.93
IEX,Ask,GOOG,3500,923.55
NASDAQ,Bid,AAPL,1600,156.13
NASDAQ,Ask,GOOG,4100,924.09
NASDAQ,Bid,AAPL,1800,156.02
IEX,Bid,GOOG,300,923.22
NYSE,Bid,GOOG,1000,922.92
NYSE,Ask,GOOG,1500,923.24
NASDAQ,Ask,AAPL,1600,156.22
NYSE,Bid,GOOG,2700,922.28
NASDAQ,Ask,AAPL,4900,155.86
NYSE,Ask,GOOG,3300,923.26
NASDAQ,Bid,GOOG,4200,922.87
IEX,Ask,GOOG,1700,922.67
IEX,Bid,GOOG,2500,923.64
NYSE,Ask,AAPL,2300,155.78
NASDAQ,Bid,GOOG,400,923.37
NYSE,Bid,GOOG,4400,923.69
NYSE,Ask,AAPL,1300,156.22
NASDAQ,Bid,AAPL,1500,156.81
IEX,Ask,AAPL,2700,155.93
NYSE,Ask,GOOG,3100,923.76
IEX,Bid,GOOG,4100,923.28
NYSE,Bid,AAPL,4300,155.16
NASDAQ,Ask,AAPL,3400,155.62
NYSE,Ask,GOOG,3900,922.67
NASDAQ,Ask,AAPL,400,156.27
NASDAQ,Ask,AAPL,1900,156.18
NYSE,Bid,GOOG,500,923.07
IEX,Ask,GOOG,1500,923.61
NYSE,Bid,AAPL,3300,155.67
NASDAQ,Bid,GOOG,1500,924.37
NYSE,Ask,GOOG,3700,924.93
NYSE,Bid,AAPL,4000,155.65
NASDAQ,Bid,GOOG,2800,924.8
NASDAQ,Bid,AAPL,400,156.63
NYSE,Bid,GOOG,900,923.99
IEX,Bid,AAPL,4700,155.85
IEX,Ask,AAPL,3800,156.02
NYSE,Bid,GOOG,800,924.82
IEX,Bid,GOOG,4200,923.83
NYSE,Bid,AAPL,3100,156.09
NYSE,Ask,AAPL,900,156.26
NYSE,Ask,GOOG,1900,922.93
NYSE,Ask,AAPL,1500,156.64
IEX,Ask,GOOG,1300,923.73
NASDAQ,Ask,GOOG,2100,924.09
NASDAQ,Bid,AAPL,4100,156.13
NYSE,Bid,GOOG,4400,923.33
NASDAQ,Bid,GOOG,1900,924.32
NASDAQ,Ask,AAPL,4100,155.63
NASDAQ,Bid,GOOG,1400,924.7
NYSE,Bid,AAPL,1800,155.12
NYSE,Bid,GOOG,1300,924.78
NYSE,Ask,GOOG,4100,924.71
NYSE,Bid,AAPL,3900,155.6
NYSE,Bid,GOOG,2000,925.58
NYSE,Ask,GOOG,100,926.26
NASDAQ,Ask,GOOG,2300,925.88
NYSE,Ask,AAPL,2900,155.21
IEX,Bid,GOOG,3900,925.25
NYSE,Bid,GOOG,900,924.67
NYSE,Ask,AAPL,4300,155.02
NASDAQ,Bid,AAPL,3700,155.52
NASDAQ,Bid,GOOG,3700,925.39
NYSE,Ask,AAPL,5000,156.28
NYSE,Bid,GOOG,3200,925.57
NYSE,Ask,AAPL,4600,157.24
NASDAQ,Ask,GOOG,1900,925.54
IEX,Bid,AAPL,2700,157.27
NYSE,Bid,GOOG,4600,925.26
NYSE,Bid,GOOG,500,924.36
IEX,Ask,AAPL,200,157.11
IEX,Ask,AAPL,1100,156.92
NYSE,Ask,GOOG,5000,923.58
NYSE,Bid,AAPL,1200,156.26
NASDAQ,Bid,GOOG,4500,924.11
NYSE,Bid,GOOG,1100,925.09
NYSE,Ask,AAPL,3100,155.36
NYSE,Bid,GOOG,1500,924.66
NYSE,Ask,GOOG,3700,925.26
NYSE,Ask,GOOG,200,924.89
NASDAQ,Bid,AAPL,2300,155.58
NYSE,Ask,GOOG,1100,925.01
IEX,Ask,GOOG,800,924.61
NYSE,Bid,GOOG,2700,925.48
NYSE,Ask,AAPL,1400,155.31
NYSE,Ask,GOOG,1400,925.7
NASDAQ,Bid,AAPL,3200,155.2
NASDAQ,Ask,GOOG,1600,925.42
NYSE,Ask,AAPL,3900,154.67
NYSE,Bid,GOOG,3800,925.35
NYSE,Bid,GOOG,2300,925.47
NASDAQ,Bid,GOOG,3700,925.47
NYSE,Bid,AAPL,4200,154.5
NYSE,Ask,GOOG,5000,924.5
NYSE,Bid,GOOG,3900,924.29
IEX,Ask,GOOG,3800,925.26
NYSE,Bid,AAPL,4100,153.72
NASDAQ,Bid,GOOG,5000,924.91
NYSE,Ask,AAPL,700,154.42
NYSE,Bid,GOOG,4000,924.71
NASDAQ,Bid,AAPL,2600,155.32
IEX,Ask,GOOG,500,925.46
NYSE,Ask,GOOG,2300,926.3
NASDAQ,Bid,AAPL,1600,156.08
NYSE,Ask,GOOG,2600,927.07
NASDAQ,Bid,GOOG,4000,926.24
NYSE,Bid,AAPL,200,156.34
NYSE,Bid,GOOG,1200,925.56
NYSE,Ask,GOOG,2400,926.07
NASDAQ,Bid,AAPL,1200,155.62
NYSE,Bid,AAPL,3400,156.11
IEX,Bid,AAPL,1600,156.59
NASDAQ,Bid,GOOG,2100,925.67
NASDAQ,Ask,GOOG,2700,926.66
NYSE,Bid,GOOG,1000,925.66
NASDAQ,Bid,AAPL,2900,157.55
NYSE,Ask,AAPL,3000,158.18
IEX,Ask,GOOG,3900,926.33
NASDAQ,Ask,AAPL,1600,159.14
NASDAQ,Bid,AAPL,4000,158.43
NASDAQ,Ask,AAPL,3600,159.05
NASDAQ,Bid,GOOG,3500,927.25
IEX,Ask,GOOG,3300,927.6
NYSE,Bid,AAPL,1700,158.48
IEX,Bid,GOOG,3700,927.1
NYSE,Bid,GOOG,3500,927.67
NYSE,Bid,AAPL,4800,158.52
NYSE,Ask,GOOG,3600,928.26
NASDAQ,Ask,AAPL,2500,158.95
NASDAQ,Ask,GOOG,3000,927.98
NASDAQ,Ask,GOOG,2200,928.96
NYSE,Bid,AAPL,1300,158.63
NASDAQ,Ask,GOOG,1400,928.15
NYSE,Bid,GOOG,3700,927.99
NYSE,Bid,GOOG,2900,928.31
NASDAQ,Ask,GOOG,2100,927.44
IEX,Bid,GOOG,3500,928.37
NYSE,Ask,GOOG,3700,927.72
NASDAQ,Ask,AAPL,4200,159.24
IEX,Ask,AAPL,2800,159.09
NASDAQ,Ask,GOOG,700,928.32
NASDAQ,Bid,AAPL,1500,158.12
NASDAQ,Bid,GOOG,2000,928.45
IEX,Bid,AAPL,2200,157.39
NYSE,Ask,AAPL,2700,156.62
NYSE,Bid,GOOG,3400,927.56
IEX,Ask,AAPL,4800,157.32
NASDAQ,Bid,AAPL,4900,157.05
NASDAQ,Bid,GOOG,2000,927.1
NYSE,Bid,AAPL,2500,157.43
NYSE,Ask,GOOG,3800,927.71
NYSE,Bid,AAPL,4700,157.7
NASDAQ,Ask,GOOG,2800,927.08
NYSE,Bid,AAPL,3200,158.14
NYSE,Bid,AAPL,4900,157.41
NASDAQ,Bid,GOOG,900,926.49
NYSE,Ask,GOOG,1800,926.31
NASDAQ,Ask,AAPL,1300,157.28
IEX,Ask,GOOG,3200,926.12
NYSE,Ask,GOOG,3200,926.11
NYSE,Bid,GOOG,4200,925.12
NYSE,Bid,AAPL,4100,157.89
NASDAQ,Ask,GOOG,3300,924.74
IEX,Ask,AAPL,4800,158.58
IEX,Ask,GOOG,4500,924.33
NYSE,Ask,AAPL,1300,158.79
